review,sentiment
 Location The shower ,POSITIVE
 Good Breakfast Excellent Staff Excellent Location ,POSITIVE
 The room was a little dated for the price you pay The restaurant manager was a little pushy trying to turn tables when it was not that busy for breakfast I noticed some guests were not to happy with him ,NEGATIVE
 I would have preferred a Kingsize bed,NEGATIVE
 Location,POSITIVE
 No pool no gym ,NEGATIVE
 Great location room well equipped with everything one could think of,POSITIVE
 Nothing,NEGATIVE
 Staff bed location ,NEGATIVE
 For the price the room was very small could have been a better room but the room was clean and tidy Fresh water each day which I thought was a nice touch ,POSITIVE
 The bed was really comfy the breakfast was really nice but for me the location was fantastic we were heading to the O2 and it was just so easy would definitely stay there again,POSITIVE
 Nothing was all good,NEGATIVE
 Room view was bad Breakfast was limited to some egges bred and chees The hotel is very old and located in very scary locations Underground station is 1 km away from hotel Grantee deposited was taken and not retained The room pictures was different and very old Some of the room lights were broken ,NEGATIVE
 furnishings in room were old and dingy Rugs stained as were arms of armsrests of chairs ,NEGATIVE
 The staff are rude and you have to pay to use the pool We waited 1 hour 20 minutes for 10 drinks ,NEGATIVE
 Service in the Meridan Lounge was a little slow,NEGATIVE
 Couldn t find a seat in reception while waiting for transport home so sat in the W8 bar which was closed at the time although the door was open but was asked to leave by a member of staff Definitely need more lounge areas,NEGATIVE
 so convenient for the theatre right in the centre of things Room a little small but had all the facilities we needed Breakfast was good ,POSITIVE
 Service and the cleanliness and modern facilities in the hotel,POSITIVE
 Very standard room for price ,POSITIVE
 People working there spa clean rooms ,POSITIVE
 A wide variety of food for breakfast the bed was so so comfortable reception lady wasn t the best but breakfast staff were great,POSITIVE
 Only one lift that can get a bit busy in the morning ,NEGATIVE
 The staff were really friendly couldn t fault them at all The hotel was BIG with so many guests resulting in a bit of tension queuing for breakfast but overall a very nice stay worth 700 for two nights b b Probably not location is good for London My two teenage girls felt very intimidated walking past the endless staring men sitting outside the cafes on the approach to Marble Arch but once past them all was good ,POSITIVE
 Staff were efficient views of the river lovely comfortable room with small balcony ,POSITIVE
 Fitness room basic breakfast can be slightly improved,POSITIVE
 We had a meal in the hotel on Saturday night It was cold Staff seemed ambivalent when complained and meal not changed extreamly disappointed in this service If we stayed again we would not have dinner in the hotel,NEGATIVE
 Location ,POSITIVE
 The location of the hotel was perfect for sight seeing The hotel staff were very pleasant and helpful ,POSITIVE
 Everything ,POSITIVE
 Gym and leisure facilities were lovely,POSITIVE
 Despite being on the menu there was no hash browns for breakfast although this was substituted by normal potatoes which was acceptable Unfortunately all of the breakfast was stone cold The wifi connection was fiddly and constantly kept dropping out There was building work in the hotel and what seemed like a constant heavy drilling for most of the day time which was annoying The double bed was two mattresses pushed together which gave an uncomfortable ridge in the centre of the bed ,NEGATIVE
 We really liked breakfast rooms and design in all hotel very friendly staff ,POSITIVE
 When we arrived the staff dealt with people as quickly as possible and showed you to your room which was nice because the hotel was rather big We also had a fridge and a microwave in our room which is handy to put a pint of milk in to chill The beds were nice and comfy and the shower was amazing It was basically a home from home The check in and out times were good as it meant you could relax in the morning without being forced out the door I would definitely stay here again Such a nice experience We were a bit sceptical after the reviews but I am so glad we ignored them now ,POSITIVE
 As previous reviewers have said the rooms are very small but for London this is probably typical Upgrading to a Club room provides access to the Club Lounge which has seating areas computers and a coffee tea station Breakfast is a bit pricey as we were able to walk around the corner to a great little cafe and have a wonderful breakfast for half the price ,POSITIVE
 Nothing,NEGATIVE
 The room was very cramped and noisy with the traffic and sirens The staff especially at reception were not very friendly or helpful,NEGATIVE
 Everything Dont think there was one thing wrong tbh ,NEGATIVE
 Very smart hotel very clean You control the curtains and everything else in the room with the touch of a button on a iPad like device Need I say more ,POSITIVE
 The food wasnt great,POSITIVE
 The staff were amazing They met our needs and even upgraded ur room which was amazing Having the gorgeous view of Wembley stadium was delightful Breakfast in bed was amazing and fresh the toast was still warm when it got to the room Amazing view and drinks at the roof top restaurant too We will be back very soon ,POSITIVE
 The room was tiny the photos didn t represent the room whatsoever Walls are paper thin we laid in bed Sunday morning for 10mins listening to the guest in the room next door emptying their bowels The corridors on the floors to the rooms were not inviting at all Worn out carpets and stained faded walls ,NEGATIVE
 Location great friendly and helpful staff Hotel not 4 star debatable if 3 star however the photographer used to Photo hotel was definitely 5 star bed very basic shower tiny towel almost sandpaper ,POSITIVE
 Very slow elevator system and poor signage for stairs Reception English was below par Kettle socket faulty ,NEGATIVE
 Friendly staff and comfortable rooms got an upgrade Good value for the location in London,POSITIVE
 Very tiny room ,POSITIVE
 Great location good size room,POSITIVE
 The walking path between N Greenwich tube station and the hotel was not the safest and I would not feel comfortable walking alone there in the dark as no one would be around to hear or help if something bad were to happen It is also not straightforward to get to the ExCeL or landmarks ,NEGATIVE
