review,sentiment,query_id,review_text,matched_variable_id,distance,matched_variable_description
 The room was a little dated for the price you pay The restaurant manager was a little pushy trying to turn tables when it was not that busy for breakfast I noticed some guests were not to happy with him ,NEGATIVE,1251, The room was a little dated for the price you pay The restaurant manager was a little pushy trying to turn tables when it was not that busy for breakfast I noticed some guests were not to happy with him ,room_size,0.4252256931260755,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 I would have preferred a Kingsize bed,NEGATIVE,1252,,,,
 Location,POSITIVE,1253,,,,
 No pool no gym ,NEGATIVE,1254,,,,
 Great location room well equipped with everything one could think of,POSITIVE,1255,,,,
 Nothing,NEGATIVE,1256,,,,
 Staff bed location ,NEGATIVE,1257, Staff bed location ,location_accessibility,0.4323773788901279,"The convenience of the hotel's location relative to popular attractions, transportation, and services."
 For the price the room was very small could have been a better room but the room was clean and tidy Fresh water each day which I thought was a nice touch ,POSITIVE,1258,,,,
 The bed was really comfy the breakfast was really nice but for me the location was fantastic we were heading to the O2 and it was just so easy would definitely stay there again,POSITIVE,1259,,,,
 Nothing was all good,NEGATIVE,1260,,,,
 Room view was bad Breakfast was limited to some egges bred and chees The hotel is very old and located in very scary locations Underground station is 1 km away from hotel Grantee deposited was taken and not retained The room pictures was different and very old Some of the room lights were broken ,NEGATIVE,1261,,,,
 furnishings in room were old and dingy Rugs stained as were arms of armsrests of chairs ,NEGATIVE,1262, furnishings in room were old and dingy Rugs stained as were arms of armsrests of chairs ,room_cleanliness,0.3925910319992662,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 The staff are rude and you have to pay to use the pool We waited 1 hour 20 minutes for 10 drinks ,NEGATIVE,1263,,,,
 Service in the Meridan Lounge was a little slow,NEGATIVE,1264,,,,
 Couldn t find a seat in reception while waiting for transport home so sat in the W8 bar which was closed at the time although the door was open but was asked to leave by a member of staff Definitely need more lounge areas,NEGATIVE,1265,,,,
 so convenient for the theatre right in the centre of things Room a little small but had all the facilities we needed Breakfast was good ,POSITIVE,1266,,,,
 Service and the cleanliness and modern facilities in the hotel,POSITIVE,1267,,,,
 Very standard room for price ,POSITIVE,1268,,,,
 People working there spa clean rooms ,POSITIVE,1269,,,,
 A wide variety of food for breakfast the bed was so so comfortable reception lady wasn t the best but breakfast staff were great,POSITIVE,1270,,,,
 Only one lift that can get a bit busy in the morning ,NEGATIVE,1271,,,,
 The staff were really friendly couldn t fault them at all The hotel was BIG with so many guests resulting in a bit of tension queuing for breakfast but overall a very nice stay worth 700 for two nights b b Probably not location is good for London My two teenage girls felt very intimidated walking past the endless staring men sitting outside the cafes on the approach to Marble Arch but once past them all was good ,POSITIVE,1272,,,,
 Staff were efficient views of the river lovely comfortable room with small balcony ,POSITIVE,1273,,,,
 Fitness room basic breakfast can be slightly improved,POSITIVE,1274,,,,
 We had a meal in the hotel on Saturday night It was cold Staff seemed ambivalent when complained and meal not changed extreamly disappointed in this service If we stayed again we would not have dinner in the hotel,NEGATIVE,1275, We had a meal in the hotel on Saturday night It was cold Staff seemed ambivalent when complained and meal not changed extreamly disappointed in this service If we stayed again we would not have dinner in the hotel,staff_friendliness,0.40588527709313327,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Location ,POSITIVE,1276,,,,
 The location of the hotel was perfect for sight seeing The hotel staff were very pleasant and helpful ,POSITIVE,1277,,,,
 Everything ,POSITIVE,1278,,,,
 Gym and leisure facilities were lovely,POSITIVE,1279,,,,
 Despite being on the menu there was no hash browns for breakfast although this was substituted by normal potatoes which was acceptable Unfortunately all of the breakfast was stone cold The wifi connection was fiddly and constantly kept dropping out There was building work in the hotel and what seemed like a constant heavy drilling for most of the day time which was annoying The double bed was two mattresses pushed together which gave an uncomfortable ridge in the centre of the bed ,NEGATIVE,1280, Despite being on the menu there was no hash browns for breakfast although this was substituted by normal potatoes which was acceptable Unfortunately all of the breakfast was stone cold The wifi connection was fiddly and constantly kept dropping out There was building work in the hotel and what seemed like a constant heavy drilling for most of the day time which was annoying The double bed was two mattresses pushed together which gave an uncomfortable ridge in the centre of the bed ,staff_friendliness,0.4327900647943372,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 We really liked breakfast rooms and design in all hotel very friendly staff ,POSITIVE,1281,,,,
 When we arrived the staff dealt with people as quickly as possible and showed you to your room which was nice because the hotel was rather big We also had a fridge and a microwave in our room which is handy to put a pint of milk in to chill The beds were nice and comfy and the shower was amazing It was basically a home from home The check in and out times were good as it meant you could relax in the morning without being forced out the door I would definitely stay here again Such a nice experience We were a bit sceptical after the reviews but I am so glad we ignored them now ,POSITIVE,1282,,,,
 As previous reviewers have said the rooms are very small but for London this is probably typical Upgrading to a Club room provides access to the Club Lounge which has seating areas computers and a coffee tea station Breakfast is a bit pricey as we were able to walk around the corner to a great little cafe and have a wonderful breakfast for half the price ,POSITIVE,1283,,,,
 Nothing,NEGATIVE,1284,,,,
 The room was very cramped and noisy with the traffic and sirens The staff especially at reception were not very friendly or helpful,NEGATIVE,1285, The room was very cramped and noisy with the traffic and sirens The staff especially at reception were not very friendly or helpful,staff_friendliness,0.3862546417870652,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Everything Dont think there was one thing wrong tbh ,NEGATIVE,1286,,,,
 Very smart hotel very clean You control the curtains and everything else in the room with the touch of a button on a iPad like device Need I say more ,POSITIVE,1287,,,,
 The food wasnt great,POSITIVE,1288,,,,
 The staff were amazing They met our needs and even upgraded ur room which was amazing Having the gorgeous view of Wembley stadium was delightful Breakfast in bed was amazing and fresh the toast was still warm when it got to the room Amazing view and drinks at the roof top restaurant too We will be back very soon ,POSITIVE,1289,,,,
 The room was tiny the photos didn t represent the room whatsoever Walls are paper thin we laid in bed Sunday morning for 10mins listening to the guest in the room next door emptying their bowels The corridors on the floors to the rooms were not inviting at all Worn out carpets and stained faded walls ,NEGATIVE,1290, The room was tiny the photos didn t represent the room whatsoever Walls are paper thin we laid in bed Sunday morning for 10mins listening to the guest in the room next door emptying their bowels The corridors on the floors to the rooms were not inviting at all Worn out carpets and stained faded walls ,room_size,0.39519914226171776,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
